IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,Substance,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023,Y_2024
Non-Annex_I,Southeastern Asia,BRN,Brunei Darussalam,N2O,0.129853957,0.127189569,0.128383072,0.131385015,0.129474032,0.124468312,0.126077053,0.125625878,0.129428952,0.12742807,0.148640887,0.139815056,0.150193032,0.160624568,0.149909757,0.162354457,0.148754861,0.158859768,0.155125577,0.154691899,0.156098996,0.170986248,0.184975184,0.190771335,0.187246535,0.195171181,0.207975428,0.22685403,0.24231743,0.25962813,0.253550941,0.263799267,0.25514675,0.275409134,0.287882529,0.270495993,0.324218358,0.333016775,0.33976979,0.297769247,0.293273482,0.286921933,0.308086224,0.313548378,0.297916777,0.297536843,0.296891023,0.290785952,0.301455297,0.742280814,1.485422987,1.508002806,1.471132999,1.599689232,1.61490029
Non-Annex_I,India +,BTN,Bhutan,N2O,0.263696784,0.265870842,0.271132946,0.275895651,0.282318619,0.287958796,0.296576065,0.303540418,0.315046983,0.322686733,0.330434605,0.343483316,0.36858108,0.389063471,0.385950244,0.40583509,0.41052584,0.421004026,0.42077216,0.441522823,0.552458537,0.433994679,0.404702652,0.422726181,0.438565036,0.479495566,0.480410529,0.470322669,0.476310796,0.484672128,0.478883125,0.475708053,0.460116042,0.468792006,0.482268269,0.502672223,0.559801033,0.575279559,0.588254063,0.5513271,0.568070258,0.581092246,0.596433203,0.620646311,0.64063503,0.645470892,0.655213647,0.667607409,0.688525416,0.695987358,0.702753393,0.703956091,0.699286377,0.691577946,0.680426465
Non-Annex_I,Southern_Africa,BWA,Botswana,N2O,3.415896464,3.529727898,4.041178005,4.171609712,4.551412507,4.973727894,5.496772704,5.920631404,5.571776988,5.51696781,5.676046693,5.766429457,6.319255986,6.1611406,5.858678226,5.174659561,5.128052492,5.39124354,6.555607529,6.59288522,6.729017222,5.469553792,5.013899204,5.569066842,4.982884468,5.915129242,5.434538823,5.344310698,5.5381599,6.260806195,8.111398604,6.491145235,7.04877789,5.222866829,4.980729841,5.580691455,5.869388249,5.673312364,7.349448861,5.678045689,8.352732055,9.278665134,6.233293988,6.577147418,6.260592905,6.615415629,6.031878023,6.543688133,6.428310515,5.851802163,5.072038115,7.593084206,6.780066013,7.915962005,5.261568737
Non-Annex_I,Western_Africa,CAF,Central African Republic,N2O,1.381267684,1.44491433,1.532639627,1.613953118,1.69567542,1.752683176,1.838918412,1.986526123,2.234683513,2.820609232,3.028632993,3.149495983,14.65044517,13.96834008,12.61682927,12.89917306,14.43821885,13.65618576,12.64859856,15.23640611,15.36990864,16.04350746,15.87060624,13.57629987,15.63847946,15.84587077,16.70541856,12.76364826,17.1571438,16.23744271,16.27643276,17.52431879,13.19909223,17.21239315,14.41814077,16.65688125,16.24955648,17.12507795,17.59977272,14.58520373,16.57744849,18.21818763,16.75069475,16.68159301,15.99841642,16.76598364,18.90967951,17.15844169,17.52857908,16.505455,16.84762275,17.22198315,17.81838643,14.47781209,16.52384027
Annex_I,Canada,CAN,Canada,N2O,101.2393783,104.599948,106.5436726,118.424624,123.2202885,113.1523021,120.6712113,132.6924638,144.8786494,140.0769942,135.0762373,128.8023485,130.0292479,161.8252292,155.1520863,135.4380114,122.5356083,130.2087015,129.8909397,150.5579326,151.6927865,141.4782718,141.2979284,147.9108478,162.8579558,162.094562,162.490611,137.7419134,135.3132297,134.3154972,131.6248983,128.4748479,128.5423822,131.6802801,128.4618267,128.583954,131.7707213,133.3444405,130.8660121,127.7828238,129.8682724,135.95338,139.8848778,142.8035878,142.8000343,142.265255,140.0297972,145.4295412,147.8354522,152.2418657,151.232079,144.9108622,150.5635502,156.4155742,154.3181959
Annex_I,OECD_Europe,CHE,Switzerland,N2O,9.444404536,9.473973353,9.622959688,10.04755351,10.0248117,9.919452283,10.20420234,10.35887809,10.63191422,10.63747197,10.67424134,10.44109141,10.22529772,10.38697916,10.45587082,10.4082947,10.4193952,10.21027443,10.13848981,10.09869311,9.736611533,9.744113682,9.660980646,9.436751085,9.460441352,9.385107519,9.316637587,9.05943909,9.029039538,8.899925154,8.849776509,8.812373985,8.559909653,8.471496109,8.396162594,8.378850636,8.308674234,8.098278418,8.132923013,7.999336487,8.004209245,8.067620269,7.805221175,7.778429748,7.677787387,7.536646123,7.515182518,7.711679603,7.693077516,7.69724148,7.966012799,8.029942343,7.772885682,7.774021462,7.854513056
Non-Annex_I,Rest South America,CHL,Chile,N2O,11.63855165,11.39583421,11.7850444,11.48689334,11.79455453,11.60152343,11.4889998,11.52397145,11.88435149,12.31447421,12.47340996,12.58029633,12.6797694,12.99467466,13.20738603,12.87545749,13.75412279,14.33665299,14.76873647,14.9964999,15.22581742,15.2712314,16.39184036,17.06324664,18.30796802,19.34480574,20.40056549,21.07045843,21.30632273,22.69811159,22.26547904,22.68081395,22.93578048,23.57838065,24.51048115,24.26176904,24.28307107,25.85119315,26.56007272,23.69175556,22.79623849,24.22165133,25.97811052,25.15334581,23.52632553,23.64109388,23.7448126,24.16478848,24.48616563,24.96755805,24.29361026,24.35104698,23.14566662,22.43456698,22.10095874
Non-Annex_I,China +,CHN,China,N2O,445.3317586,454.8232492,467.3160831,478.3479375,459.7411858,489.9324109,512.5300016,565.7133983,612.4328797,649.7513668,696.078713,675.0379704,698.2090457,740.7235011,785.9356699,762.1397203,773.3724126,871.3725454,917.1742326,944.5080774,982.480341,1003.821699,1025.566554,1009.972198,1049.372234,1206.153496,1263.669708,1178.945836,1215.777761,1256.355434,1244.57915,1236.022485,1310.964727,1329.93532,1413.093816,1463.641889,1550.206598,1549.336061,1515.07539,1495.243025,1446.517101,1522.145077,1545.668238,1559.435374,1484.592261,1513.614028,1457.786877,1400.376612,1426.696309,1460.494745,1461.081937,1490.232983,1531.150851,1585.605689,1598.556618
Non-Annex_I,Western_Africa,CIV,Cote d'Ivoire,N2O,2.374152063,2.419547345,2.501617207,2.540570263,2.606710601,2.77562293,2.951628613,3.200632166,3.311405308,3.43103172,3.558429459,3.495937533,4.453109732,4.366589875,4.160935125,4.291653988,4.488412456,4.527927963,4.672123594,5.058368222,5.331925393,5.463674375,5.488906279,5.691712996,6.284687292,6.48730874,6.547772941,6.781814509,6.845792434,6.721747077,6.72229058,6.769926674,7.202364841,6.786912213,6.844344462,7.384241445,7.330773394,7.490182035,7.490832329,7.468967215,7.424822597,7.732598929,8.173944664,8.548120545,8.707984675,8.569716108,9.222225823,8.993953003,9.02503223,9.963869455,9.878250333,11.00729976,10.74831899,11.21566773,11.56115907
Non-Annex_I,Western_Africa,CMR,Cameroon,N2O,5.681337333,5.985127868,5.826495753,5.731899016,5.901844523,6.266784279,6.589889812,7.173959209,7.485042336,7.682230742,8.712900472,8.716828157,9.920814166,10.03346742,9.680300849,10.85846739,11.3037286,11.83060602,11.6957579,12.84890135,12.95571461,13.07792868,13.33437018,12.46263555,13.13916854,13.17333266,13.82530731,13.12283216,14.11000894,14.42908708,15.25980131,15.9297493,14.43583814,15.57686779,15.2707503,15.97637909,15.23211421,15.06784584,14.05317438,14.0471709,14.61312395,15.05781154,15.33820688,15.8666314,16.51524502,16.9168457,16.90675796,16.92454353,16.88612356,17.44257767,17.50830248,17.45832793,18.04222511,17.86042219,18.03731311
Non-Annex_I,Western_Africa,COD,Congo_the Democratic Republic of the,N2O,5.292479782,5.376715158,5.499889941,5.628216685,5.762138757,5.893021611,6.00862655,6.063641254,6.121096979,6.234506724,6.35401611,6.514577241,24.49170366,26.70101116,34.28822747,23.39047658,28.47409486,30.79063787,34.46830666,24.81626525,27.37879612,25.02526167,28.86471817,36.68701572,23.98132887,23.73204333,26.26316545,21.32768522,25.32801076,24.82601861,31.50705323,24.24491798,19.09384687,20.87175036,21.76980309,21.89250339,22.50108872,20.77239617,21.8857617,22.02139186,23.50756074,23.83657274,23.46919423,24.50081267,24.67270711,25.9545413,26.34554904,26.53387918,24.98613395,25.75851698,26.84357977,28.02158226,27.7222925,26.96192044,28.2313046
Non-Annex_I,Western_Africa,COG,Congo,N2O,0.730460111,0.744353057,0.754296051,0.875052117,0.956424007,0.896626343,0.908049134,0.830191589,0.839202051,0.827288748,0.83207226,0.846586937,1.596692101,2.019630931,2.135289948,1.422512815,1.430396676,2.850931236,2.69078692,1.72075582,1.556275007,1.487269321,1.888565534,3.143616575,1.388720793,1.412707598,2.465355241,1.463599174,1.871144587,1.878603403,3.317506522,1.464393508,1.294767416,1.634442728,1.720581726,1.917713134,2.109731841,2.017697286,2.086033026,2.088897311,2.293794535,2.478610741,2.555004354,2.635366874,2.537833071,2.705832394,2.729336097,2.574587831,2.69996383,2.695908891,2.620195384,2.579965143,2.777630376,2.603686018,3.01345318
Non-Annex_I,Oceania,COK,Cook Islands,N2O,0.007702863,0.008276405,0.006977944,0.008254511,0.009755944,0.0104306,0.01993239,0.019866079,0.02076941,0.01899333,0.019564341,0.019680815,0.018308608,0.017204334,0.015024893,0.014605614,0.013070574,0.013895413,0.01433462,0.013470628,0.014846882,0.013570565,0.016157338,0.017253883,0.019024791,0.018889754,0.019253013,0.019882999,0.02110584,0.018724754,0.017822474,0.017092914,0.014713384,0.014154891,0.015782878,0.017905667,0.018073576,0.01768398,0.017933284,0.01682252,0.017992582,0.018291797,0.018861388,0.018708774,0.019014487,0.017813498,0.018198092,0.017705947,0.018020049,0.017489063,0.014375108,0.014878063,0.015176982,0.015124324,0.015069754
Non-Annex_I,Rest South America,COL,Colombia,N2O,34.67379294,36.1168028,37.01511682,37.81106943,38.13624513,39.26270961,40.93613564,42.08576455,42.2116346,43.49682867,43.65975745,44.04618377,46.44670605,45.55834498,45.49610584,45.78351012,47.01689468,48.7645101,50.04281951,51.70773419,52.55378739,52.94005409,52.55692781,54.28114898,54.83685972,55.44197036,56.24956894,57.21835096,57.298017,55.47161687,56.74717719,57.02715431,57.50446637,58.68949865,59.31180485,60.07144291,61.01230512,63.31488045,61.07516051,62.05025556,63.89880943,62.03627862,59.30994553,58.05624352,58.66400508,60.299924,60.36616612,61.90819557,64.32557698,66.48825131,68.0505182,73.57056179,71.04634843,70.51402087,70.3955993
Non-Annex_I,Eastern_Africa,COM,Comoros,N2O,0.118741898,0.120194926,0.12182582,0.124459223,0.127372738,0.130292504,0.1339151,0.135959813,0.139087084,0.135341905,0.13419444,0.132557588,0.130403389,0.126548088,0.124293601,0.119202502,0.11685023,0.116416304,0.119852896,0.124139244,0.131282314,0.13047664,0.130778759,0.13410888,0.136657976,0.140422004,0.14429654,0.146847444,0.155392186,0.167031235,0.161368423,0.167587675,0.172983319,0.164663163,0.168465021,0.179501972,0.180579427,0.179802144,0.181744146,0.18574445,0.190064301,0.192299133,0.194552784,0.199076744,0.199345599,0.202633341,0.208507204,0.215332095,0.211451343,0.216451169,0.221759978,0.233271035,0.237518746,0.240167477,0.242438452
Non-Annex_I,Western_Africa,CPV,Cape Verde,N2O,0.067610369,0.066353928,0.071426557,0.070298522,0.063701484,0.064402394,0.066519424,0.070161401,0.077209286,0.081453962,0.091388378,0.094221912,0.103983706,0.087098888,0.089585786,0.099441172,0.105966461,0.122976854,0.136604807,0.142957048,0.157635533,0.175670925,0.230204361,0.230372039,0.190258356,0.250886517,0.174858235,0.202342006,0.231420791,0.243025103,0.245750721,0.229409712,0.230184175,0.217308315,0.227812408,0.237303207,0.233278372,0.230020387,0.226468792,0.235884601,0.242602984,0.246992383,0.242409575,0.243348687,0.250305319,0.254078667,0.267223585,0.24379839,0.231217071,0.239049293,0.230031643,0.236920122,0.240736726,0.241150591,0.246076523
Non-Annex_I,Rest Central America,CRI,Costa Rica,N2O,4.114835364,4.217725781,4.356710345,4.506297335,4.482720995,4.513828129,4.512535701,4.858027927,4.95395495,5.019761256,5.082187888,5.235230985,5.30013282,5.544887877,5.540290886,5.352230793,5.377192853,5.062005893,5.20877943,5.397240958,5.431781155,5.653892462,5.98837351,6.012618713,6.003697549,5.590987805,6.129835524,6.674045868,6.650549019,5.949102918,5.132904459,4.462748708,4.306200498,4.280037672,4.74370875,4.762894087,4.87271057,5.101706785,5.125923747,5.274614149,5.385322747,5.969277756,5.396518717,5.175760955,5.895398543,5.893799073,5.957379479,6.138947903,6.857685136,6.744788229,6.130964533,5.914451549,5.847758597,6.56656557,6.602597334
Non-Annex_I,Rest Central America,CUB,Cuba,N2O,17.45317611,16.47844201,16.06989803,16.27407832,16.66401375,17.01975092,17.97673057,18.4511539,20.34641442,22.84706702,21.79497085,23.04211123,20.57052402,19.44885916,22.15291824,21.76166605,22.22833713,21.48476864,21.51943658,22.80090411,20.91997125,19.43125963,18.19354683,15.37805104,14.90742996,14.52176471,14.83982413,15.25301726,14.69348743,14.09713381,13.93099418,13.09602654,12.54005028,11.98811129,12.01758812,11.86420966,13.20332737,13.13748517,13.18727702,12.00982533,11.7808865,12.04640712,11.95649734,12.33267813,12.78822998,12.56217434,12.32527223,12.55819812,12.08052438,11.7413426,10.37122055,10.21305976,9.86646184,9.792586766,9.567151894
Non-Annex_I,Rest Central America,CYM,Cayman Islands,N2O,0.006576644,0.006827222,0.007463518,0.007700448,0.007929944,0.008860535,0.009236253,0.010057722,0.010193066,0.010268465,0.010703778,0.010917153,0.011159217,0.015184221,0.007836791,0.008026619,0.008733332,0.009165426,0.009424215,0.009425317,0.01132303,0.010790656,0.010934814,0.010255466,0.012350509,0.013006133,0.01319618,0.013871712,0.015149804,0.01570984,0.013004957,0.014607913,0.015351317,0.01608644,0.015581468,0.016237481,0.017344818,0.021051821,0.022465944,0.022364685,0.023555359,0.019692858,0.019220863,0.020870898,0.021911691,0.023168567,0.024464775,0.025535218,0.027350379,0.03289429,0.029221479,0.028063063,0.030961078,0.031114363,0.031934891
Annex_I,Central Europe,CYP,Cyprus,N2O,0.930009052,0.962370153,0.969678048,0.974281322,0.709545004,0.751140039,0.602323053,0.572753314,0.591679543,0.573461706,0.574936342,0.591312745,0.745576703,0.744812924,0.778389686,0.788273678,0.803269384,0.863853918,0.883071433,0.911608152,0.906822489,0.913048003,1.031731895,1.028248805,1.034480304,1.01301079,1.060847933,1.001942295,1.035179271,1.057152138,0.996066285,1.046323979,1.076019035,1.101077467,1.091687434,1.06334554,1.10231784,1.086495678,1.065531791,1.038349683,1.026218915,1.022259239,0.994084931,0.954502784,0.965357742,1.002597771,1.033726391,1.059269314,1.091406511,1.103984306,1.139302897,1.127406607,1.076158177,1.066049024,1.070392591
Annex_I,Central Europe,CZE,Czech Republic,N2O,36.44636887,36.97114666,37.6191036,38.5624084,39.30675704,39.69917474,40.46741949,42.89066535,44.85144654,44.31702532,46.4244032,44.67507834,43.7066757,44.27008498,45.61198402,44.18339771,45.91141794,44.17741689,45.08238123,45.56600451,42.87850951,32.15628825,31.80879976,28.85045146,26.6418844,27.42647536,29.7257295,29.12417056,29.7628641,31.46060017,35.51762836,34.71945851,31.36471238,30.13245077,29.4440196,28.36092439,27.42726466,27.58639679,25.96316156,24.31728888,24.84504955,25.90746399,24.52480225,25.66457985,27.06353006,28.05310354,26.08331074,26.23211445,25.03310649,24.37217539,22.50082992,23.78135569,24.46515925,22.80006488,21.41549379
Annex_I,OECD_Europe,DEU,Germany,N2O,259.1254347,258.5663315,257.9195521,268.8852773,266.8194471,261.4484694,264.1381343,258.6615681,265.5228618,270.2552335,265.3446602,261.5090003,251.954983,258.397861,265.6686337,253.3002171,246.6115124,250.0472189,251.990892,261.6841253,249.0395457,254.5183879,245.0499497,234.1968485,247.9912812,235.5412597,243.1789,232.5531148,177.7166216,171.8560682,172.1264296,164.1662491,160.7689284,156.7918711,154.8622951,151.8691923,147.9694894,148.8490427,143.2925481,140.7799875,142.1585959,138.6998244,139.8488807,142.4062208,145.087965,142.0463834,139.3667211,135.0578445,131.2462127,130.4796747,126.4224395,123.6058408,120.4778016,115.1813538,113.3805241
Non-Annex_I,Eastern_Africa,DJI,Djibouti,N2O,0.23196264,0.236915056,0.242837529,0.241452663,0.249988058,0.272158048,0.287462346,0.31197982,0.329035027,0.340236125,0.371967147,0.349549266,0.354694893,0.384790264,0.397897409,0.42362508,0.440284745,0.475968631,0.501602211,0.556960407,0.606915839,0.633421742,0.618842501,0.638390875,0.661082869,0.706581142,0.731943837,0.736850643,0.749252925,0.77817745,0.749691266,0.750436951,0.75305923,0.755406182,0.759255546,0.761990504,0.755778501,0.760456606,0.767934848,0.768307653,0.776188501,0.767019673,0.787286161,0.792164733,0.792325055,0.79078243,0.79628821,0.793285149,0.802879654,0.805355955,0.800680237,0.80154104,0.802504082,0.818070643,0.82064926
Non-Annex_I,Rest Central America,DMA,Dominica,N2O,0.017276009,0.017782179,0.017863847,0.018680093,0.019249892,0.019909877,0.020385831,0.021751484,0.02248916,0.023497637,0.024336038,0.024436598,0.024412809,0.024138365,0.025028414,0.026601042,0.028371281,0.03233186,0.032967937,0.034386716,0.034424259,0.034200715,0.034373933,0.034871564,0.035931744,0.03627384,0.036561381,0.037001681,0.037365136,0.037685926,0.037454954,0.037546685,0.03736614,0.037860089,0.038195576,0.038131181,0.038451927,0.039746393,0.039310577,0.03999177,0.040712864,0.040378494,0.04115793,0.041231091,0.041498366,0.041824443,0.042254912,0.041876305,0.041949866,0.043112134,0.042655628,0.04280074,0.043165266,0.043297998,0.043613064
Annex_I,OECD_Europe,DNK,Denmark,N2O,30.4123916,30.26780848,27.81174657,28.936848,32.55590613,30.44999432,25.17027237,31.14347734,30.40447836,29.0156611,32.95512377,26.44129299,29.38203492,34.66066448,26.05362577,25.49174447,27.36662378,26.12064067,25.01888849,27.13443454,25.62195775,25.1951589,23.7856997,23.92971565,23.60209549,23.58040855,23.63872004,23.41216787,22.79650497,22.50615303,22.53964717,21.95573477,21.22012284,21.73012353,20.16682813,19.75124564,18.11685307,18.59084482,17.8052303,17.92349784,18.09375029,17.67774751,17.7130974,17.46126279,17.75718133,18.03220162,18.18096079,18.18797115,17.83551613,18.16283487,18.58069251,17.60099675,17.15446832,16.51356363,16.47205803
Non-Annex_I,Rest Central America,DOM,Dominican Republic,N2O,3.733678018,4.031674279,4.192965975,4.304262296,4.408752808,4.804553767,4.590819364,4.84082816,4.731903766,4.865984377,4.678715544,4.432847802,4.812487729,5.235585987,5.437957208,5.22821528,5.295179247,5.600942816,5.530088797,6.071749254,6.187582228,6.641871875,6.577271908,6.652612527,6.910532493,6.996089994,7.292052334,7.567976106,7.538329706,6.921463465,6.559489295,6.918652144,7.733725278,7.2942563,7.8663626,7.827242633,8.432334841,8.626593078,8.658374611,9.169545435,9.222333679,9.170857622,9.226776441,8.987261967,9.224039662,9.352787514,9.735931572,9.771244527,10.25848796,10.32368652,10.49383648,10.8044381,11.34531612,11.54718626,11.83068771
Non-Annex_I,Northern_Africa,DZA,Algeria,N2O,8.010884696,8.183948335,8.617449205,7.8759725,6.888745068,8.400889503,8.825968896,9.42119242,8.549275921,9.536645801,10.62718914,9.676368023,11.09713081,11.53172505,11.87260329,12.40059968,12.60784453,12.56480088,11.86928777,11.82833584,12.3585747,12.22532413,12.61535943,13.56520644,12.56056672,11.19708897,10.95887018,11.55818252,12.76841848,13.74235,14.06206312,14.8030295,14.52339632,15.0446721,15.43324182,15.59166171,14.59056332,17.98758406,17.69753872,19.02442826,20.17656618,20.7077286,22.00794003,22.56879181,24.46157397,25.02121701,24.89438162,24.54978864,25.52735173,25.76075918,23.82357857,23.78271595,24.53987653,25.43315817,25.64780461
Non-Annex_I,Rest South America,ECU,Ecuador,N2O,6.400675738,6.352099231,6.478486658,6.670583428,6.808725874,6.932492466,7.881022978,8.431445402,8.313095614,8.734019118,9.115123102,9.180109255,9.414630892,9.730200966,10.30716319,9.67825503,9.161016706,9.212159115,9.833409572,10.20407235,10.14982473,10.72568183,11.28826266,12.08186522,12.47961054,13.03126742,13.89845212,14.96603144,14.57490343,13.15610434,12.12471881,13.46900469,14.21579819,14.30868754,14.97388501,13.23966744,14.75977277,14.10208101,14.41033022,15.26616231,15.92160573,16.17789942,15.83621089,16.55451631,16.77869529,16.03561716,16.89128745,15.89853389,16.77877437,16.30582169,16.25519117,16.86487226,14.68420127,14.48426368,14.45300517
Non-Annex_I,Northern_Africa,EGY,Egypt,N2O,23.70194082,24.14669816,24.6826959,25.38554417,26.78125234,27.47912418,27.95895918,28.79243501,29.81316889,30.09736765,31.18214154,32.10192183,32.7165315,32.3321553,32.50691967,33.2870845,36.25450876,36.95772835,37.79811063,37.66409474,37.14610094,38.79327341,43.71701555,45.35954754,43.70693627,49.66912468,52.3728426,51.26801565,54.29502149,54.10632389,57.66288548,59.98761997,60.23891827,62.52381918,67.78924862,68.27150939,68.29163201,69.23000204,71.95179665,72.37523313,76.05881698,77.70625491,76.65718897,75.0166354,76.01150865,78.1002978,80.14880123,79.56666742,79.5436525,70.07497593,71.9554399,73.41973254,72.74868507,73.35011188,73.10882474
Non-Annex_I,Eastern_Africa,ERI,Eritrea,N2O,3.080853167,3.113865473,3.095486456,3.106107152,3.073334024,3.027979735,3.024480807,3.061815073,3.107924789,3.159499834,3.186159869,3.19735251,3.214742558,3.337188955,3.19120858,3.285763798,3.430505317,3.356069391,3.427106809,3.5314431,3.580863309,3.615233432,3.711651075,2.760108237,2.953948818,3.011422049,3.400723453,3.841967786,3.966413617,4.043217817,4.153345237,4.029548083,3.989381881,4.14260817,4.13536465,4.21367135,4.03443596,4.341937717,4.347186994,4.389249739,4.247968352,4.483869273,4.500074942,4.538534451,4.567550555,4.590887356,4.632612437,4.656094591,4.683987573,4.715649967,4.730594567,4.753612703,4.780230389,4.800816686,4.814772836
Non-Annex_I,Northern_Africa,ESH,Western Sahara,N2O,0.081307834,0.082236797,0.089233212,0.090525198,0.086255612,0.090292787,0.093570242,0.098240105,0.100561435,0.103192005,0.105708841,0.105308804,0.108410185,0.110067777,0.112252781,0.11539526,0.117212475,0.118714757,0.119754233,0.121068044,0.123944096,0.127353916,0.1264722,0.12910554,0.129546053,0.131930082,0.133452996,0.13444023,0.13450962,0.136573924,0.144620026,0.157792472,0.152969643,0.154376298,0.156053454,0.157598684,0.159427986,0.160515275,0.161629212,0.162386328,0.163116282,0.163530482,0.164056172,0.16535519,0.165987231,0.167105842,0.170044374,0.169684388,0.171616946,0.176178893,0.177987715,0.184622634,0.188819182,0.192993486,0.197401589
Annex_I,OECD_Europe,ESP,Spain,N2O,52.24646039,53.48966488,54.77773212,58.48024282,62.14584953,62.87586245,63.48898237,63.24348434,68.76462571,69.62338051,74.99474544,70.22122148,70.93480299,68.64348823,73.47188339,72.77051048,74.60023586,74.74404135,77.1588561,75.90077353,76.32728598,75.20872407,70.1996166,71.8793289,72.94175573,76.552314,80.29627773,81.7010865,83.81319417,84.74126907,86.2109348,84.58241263,84.28820396,86.29664701,84.47676486,81.08949358,79.89520063,82.35794595,73.95506606,74.03046786,76.603997,72.81246484,74.1428466,75.6592203,74.72507634,76.42045315,77.92009054,79.30441347,80.22574417,78.08035459,78.11539225,75.71839483,73.65189986,70.11473008,71.22116747
Annex_I,Central Europe,EST,Estonia,N2O,5.95157248,6.036950474,6.128018266,6.220174271,6.373468752,6.45555719,6.568730427,6.663554176,6.787132034,6.807401018,6.807564631,6.823003399,6.850321832,6.96617629,6.975061316,7.028289134,7.067852824,7.05581613,6.892234166,6.68133679,6.615225551,6.428526157,5.951212476,5.672629146,5.29743203,5.197990586,5.128952063,5.034316845,5.171793404,5.224310581,5.309212844,5.481280032,5.565930793,5.504324774,5.611469505,5.677143249,5.297117752,5.626480127,5.772846187,5.795611605,5.941161568,5.998139463,6.1511249,6.338161963,6.401191606,6.6103654,6.329599415,6.449295863,6.497080857,6.73624154,6.818565496,6.46548805,6.423682831,6.302164262,6.329692378
Non-Annex_I,Eastern_Africa,ETH,Ethiopia,N2O,48.84290964,49.4275339,49.08925688,49.23955189,49.05606154,47.77004593,47.27721812,47.61964397,47.94591539,48.45696846,48.3142858,48.37497142,51.03894142,52.12223038,50.24793462,52.17094082,55.27045789,52.52074476,53.09668077,55.87538551,57.24426248,58.11129282,59.52389193,53.60016947,57.15028967,57.59275892,61.24253519,62.34660201,67.42769858,67.50144907,64.01755251,69.08591195,75.41639084,72.88894005,75.74813092,79.1209278,83.88419775,92.42661757,96.36898989,101.2657767,106.223043,105.6755915,110.336804,113.5984748,118.3554745,121.7979663,125.2275934,129.1785865,130.7874249,140.6302084,148.3837334,140.2228737,146.4077774,153.3294144,157.3766538
Annex_I,OECD_Europe,FIN,Finland,N2O,21.28616855,21.38016637,22.17475249,22.98865775,23.23108191,23.5680109,21.91348257,21.23683251,22.63358902,23.26037588,23.89801536,22.73958621,22.54679968,24.21610255,23.88849904,22.61593876,22.96413319,22.89897663,22.86158265,22.30101776,22.62429529,22.20067309,20.80057004,21.42974563,22.2139441,22.67523956,23.2625269,23.48916268,25.62271915,25.60306637,25.62099017,26.41401223,27.07956445,27.99205359,27.83823204,27.24549918,28.00122705,28.55962832,27.05251524,25.38397577,27.97611398,26.91564361,26.70199749,26.73944862,26.88783918,26.54115271,26.87670137,26.60000939,27.35463395,27.51334666,26.42158492,25.44246648,24.46654773,23.31997839,23.06868718
Non-Annex_I,Oceania,FJI,Fiji,N2O,0.539252934,0.543917249,0.56159344,0.590698799,0.619915808,0.633180551,0.64292015,0.671461699,0.664826684,0.717105634,0.757106174,0.80318942,0.819055565,0.81627625,0.84568469,0.876390197,0.902033501,0.907556537,0.911198915,0.914489285,0.967074189,0.957674476,1.006058315,1.071523052,1.134874564,1.164319887,1.16398373,1.165283675,1.135103768,1.163256518,1.154479747,1.154420073,1.121738009,1.100455379,1.188438644,1.123588489,1.147434087,1.143547969,1.109289754,1.078054539,1.111309765,1.080499877,1.076246721,1.096864819,0.690659208,0.690907997,0.674311763,0.717789224,0.72925462,0.789708025,0.705429913,0.664201111,0.699811617,0.795307259,0.813410312
Non-Annex_I,Rest South America,FLK,Falkland Islands (Malvinas),N2O,0.149394678,0.150052361,0.149402829,0.13775704,0.136254173,0.139346312,0.140637771,0.140797737,0.142825928,0.144287774,0.144015767,0.138559438,0.13930866,0.144701949,0.147727402,0.146418859,0.153416241,0.144657523,0.149400977,0.158345591,0.153682195,0.155783808,0.14424637,0.141257158,0.153777943,0.156426324,0.139615779,0.141385268,0.136463019,0.131878666,0.135592927,0.134477156,0.133532104,0.137679954,0.136223989,0.136234702,0.136444553,0.138507604,0.13853318,0.138641906,0.138655596,0.138420198,0.138484885,0.138568316,0.138636414,0.138284034,0.138223403,0.13843123,0.138278969,0.138426063,0.138647749,0.142101471,0.142949352,0.143816083,0.144886851
Annex_I,OECD_Europe,FRA,France,N2O,216.1532297,223.3846205,228.2156023,238.7631157,241.2824497,234.4874941,230.777722,234.6414171,237.4206573,239.0709136,235.305294,233.9623765,242.3276704,256.7213149,254.3692093,245.1493842,241.3501097,236.8208278,236.7169842,215.3343285,199.7424564,218.6053796,217.7422283,214.5693841,214.4228797,223.1629098,229.6649622,208.9580106,171.5452396,162.9041305,160.3045091,157.9708064,154.7571307,151.4712715,150.6970952,145.6732367,140.8108814,143.3189024,138.6483939,136.5071573,141.1639283,132.507843,135.5866729,136.5255109,136.9003368,138.4325609,134.9685066,136.6596095,133.0986607,132.7965665,118.5515114,126.4538175,120.0056949,117.7631278,113.768994
